store_name,local_user,zenkoku_user,rate
ポン・デ・アスウカウ,5,8,0.625
大戸屋 函館漁火通り店,11,6,1.8333333333333333
豪ーめん,13,19,0.6842105263157895
麺屋　華月,17,22,0.7727272727272727
石窯ピッツァと和食と酒 そる,5,6,0.8333333333333334
いどはど,0,4,0
函館朝市 味の一番,3,34,0.08823529411764706
ホテルかもめ館,1,6,0.16666666666666666
イタリアン屋台 ピッコロ,0,0,0
ラーメンの幸山,9,13,0.6923076923076923
旬暦 ひだか,4,11,0.36363636363636365
いたくら柳野,2,15,0.13333333333333333
萬福食堂,4,13,0.3076923076923077
ホテル プロモート函館,1,7,0.14285714285714285
どんぶり屋,1,23,0.043478260869565216
柏や,2,19,0.10526315789473684
matsu,3,6,0.5
居酒屋酒道,2,4,0.5
弁財船,10,66,0.15151515151515152
オリーブ,3,5,0.6
渡邉うどん,10,24,0.4166666666666667
竹葉新葉亭,5,26,0.19230769230769232
バスラーメン,3,46,0.06521739130434782
中国料理 桃華,4,4,1.0
花びしホテル,3,27,0.1111111111111111
北海,3,13,0.23076923076923078
クレメント ストリート,4,6,0.6666666666666666
王将寿し,2,17,0.11764705882352941
旬菜旬魚たじま,3,8,0.375
龍鳳 大門横丁店,13,287,0.04529616724738676
パティスリー　プティ メルヴィーユ 本通店,7,52,0.1346153846153846
蕎麦　蕎麦前やまな,4,13,0.3076923076923077
いか清 大門,5,75,0.06666666666666667
ダルタニャンと三銃士,2,4,0.5
マクドナルド 5号線函館昭和店,6,11,0.5454545454545454
ラーメンの高龍,3,10,0.3
かん藤,1,8,0.125
ソンテネール,0,0,0
コーヒールームきくち,18,149,0.12080536912751678
まるかつ水産 柏木店,9,35,0.2571428571428571
らーめん葵,6,13,0.46153846153846156
本格海鮮居酒屋　地元家,0,0,0
東京庵,8,13,0.6153846153846154
笑 函館屋,3,13,0.23076923076923078
四季海鮮 旬花,8,27,0.2962962962962963
てっ平・居酒屋,1,8,0.125
でん助,3,6,0.5
いちばん,1,5,0.2
旬采亭こいさん,8,5,1.6
コンノ,1,3,0.3333333333333333
ラッキーピエロ 昭和店,9,86,0.10465116279069768
ぱんせぼー,1,9,0.1111111111111111
雑魚亭,1,66,0.015151515151515152
代志川,0,0,0
五島軒 イオン湯川店,1,5,0.2
函館万代食堂,3,10,0.3
まる金,8,31,0.25806451612903225
ハセガワストア 昭和店,2,55,0.03636363636363636
櫻井家 本店,5,11,0.45454545454545453
喫茶 キャンバス,4,2,2.0
宅配寿司 箱屋,3,3,1.0
かにの北遊,0,18,0
滋養軒,19,409,0.04645476772616137
新鮮喰味,0,16,0
五稜郭タワー 売店,1,16,0.0625
カウ'sキッチン,3,2,1.5
四季海鮮　旬花　 駅弁販売店,2,30,0.06666666666666667
はこ民 いか太郎,1,25,0.04
横山珈琲店,6,4,1.5
函館海鮮料理 北斗房,2,11,0.18181818181818182
プティメルヴィーユ 金森赤レンガ倉庫ＢＡＹはこだて店,0,0,0
熊猫社中洋食キッチン Sato,3,3,1.0
ティーショップ夕日,5,42,0.11904761904761904
大三坂,2,11,0.18181818181818182
串焼き わびすけ,5,11,0.45454545454545453
レフボン 石川店,2,5,0.4
エノテカ・ラ・リコルマ,6,39,0.15384615384615385
お好み焼き １０５,3,9,0.3333333333333333
ボンザミ,7,9,0.7777777777777778
まるたま小屋,4,24,0.16666666666666666
オクトーバー,3,6,0.5
ラッキーピエロ 戸倉店,11,117,0.09401709401709402
あおい森,0,4,0
鮨かわむら,1,17,0.058823529411764705
蔵や,2,7,0.2857142857142857
ウェスタンキッチン,3,3,1.0
居酒屋 実菜,4,4,1.0
朝市食堂二番館,4,199,0.020100502512562814
北海ラーメン,0,12,0
居酒屋 ハコヤ,10,64,0.15625
回転寿司函館まるかつ水産 本店,14,323,0.043343653250773995
シャトー・ド・ラ・ポンプ,3,9,0.3333333333333333
大阪王将 函館TEXAS店,2,8,0.25
はこだて寿司,3,6,0.5
赤い風車レストラン,12,30,0.4
イマジンホテルアンドリゾート函館,1,15,0.06666666666666667
カントリーボーン,0,4,0
根 五稜郭店,3,3,1.0
Bar SHARES HISHII,3,13,0.23076923076923078
居酒屋数,3,4,0.75
Toui,10,13,0.7692307692307693
やたら家 本店,9,14,0.6428571428571429
そば処更科,3,3,1.0
錦寿し,0,7,0
すき家 5号函館亀田店,6,11,0.5454545454545454
煮干し豚骨中華そば専門店 八四六製麺所,9,19,0.47368421052631576
あきない酒場,2,3,0.6666666666666666
ラ・ジョリー元町 by WBF,0,0,0
尤敏,3,40,0.075
ひろべ,3,4,0.75
大地のめぐみ 函館ベイ美食倶楽部,1,17,0.058823529411764705
そば処ふでむら 五稜郭店,11,9,1.2222222222222223
SEAK,7,8,0.875
ラーメン なんでや麺,4,6,0.6666666666666666
リストランテ ボンナターレ,5,9,0.5555555555555556
ドトールコーヒーショップ 函館中央病院店,3,4,0.75
オサナイ,2,4,0.5
杉の子,6,36,0.16666666666666666
お好み焼き 赤坂,5,13,0.38461538461538464
旬の味 ご馳走亭,5,18,0.2777777777777778
ANTICA OSTERIA DELL’ALBA,8,12,0.6666666666666666
六花亭　 函館丸井今井店,2,11,0.18181818181818182
蕎麦蔵,11,16,0.6875
スシロー 函館美原店,10,10,1.0
泉味亭,9,22,0.4090909090909091
キングベーク 本店,14,81,0.1728395061728395
中華そば 一縁,3,11,0.2727272727272727
居酒屋じゅげむ堂,5,9,0.5555555555555556
つぼ八 本通店,2,2,1.0
麺つるつる亭,16,30,0.5333333333333333
函館山ロープウェイ山麓ショップ,1,3,0.3333333333333333
ルートイングランティア 函館五稜郭,1,14,0.07142857142857142
はこだて ふさや 大門店,5,39,0.1282051282051282
茶房旧茶屋亭,4,50,0.08
小樽なると屋 宇賀浦店,5,15,0.3333333333333333
江戸八そばや,11,24,0.4583333333333333
トランジスタカフェ,7,8,0.875
クレドホテル函館,0,4,0
福寿し,2,15,0.13333333333333333
函館いか家,5,24,0.20833333333333334
屯珍館,2,5,0.4
TERU坊,2,5,0.4
函館ダイニング雅家,9,99,0.09090909090909091
函館パン エスポワール&札幌どんぐり,3,13,0.23076923076923078
きたわせ,14,16,0.875
すずや 駅前大門店,2,13,0.15384615384615385
遊魚舟,7,41,0.17073170731707318
ルフナ,7,11,0.6363636363636364
ラーメン響 本店,20,34,0.5882352941176471
八よし,4,8,0.5
ハコダテ 海峡の風,2,20,0.1
函館魚販 魚屋とCafe,2,11,0.18181818181818182
カネニ藤田水産 朝市直売店,1,38,0.02631578947368421
油そば かたぶら ハコビバ店,1,4,0.25
エル・アペティー,6,7,0.8571428571428571
函館海鮮居酒屋 魚まさ 五稜郭総本店,14,30,0.4666666666666667
がたろ,4,8,0.5
くうどん亭,1,15,0.06666666666666667
中国料理 廣河,12,8,1.5
蕎麦酒彩吉兆庵,12,4,3.0
クサナギ,8,8,1.0
らーめん旭,16,28,0.5714285714285714
Jolly Jellyfish,13,41,0.3170731707317073
からあげ 潤,3,8,0.375
えぞりす,1,4,0.25
おむすび屋 ふじ,6,5,1.2
函館国際ホテル,6,111,0.05405405405405406
ささ樹,0,0,0
道の駅 縄文ロマン 南かやべ,3,29,0.10344827586206896
いかりや,6,7,0.8571428571428571
丸善 瀧澤商店,3,48,0.0625
カフェ アキラ,9,45,0.2
スーパーホテル 函館,1,13,0.07692307692307693
ふく萬,5,3,1.6666666666666667
麺次郎,11,16,0.6875
フォーポイントバイシェラトン函館,6,37,0.16216216216216217
函館 とんき 大門店,10,28,0.35714285714285715
函館湯の川温泉 海と灯,2,16,0.125
函館麺工房,0,7,0
常寿し,3,17,0.17647058823529413
モーリエ,7,31,0.22580645161290322
そば処みのや 田家店,4,5,0.8
ラッキーピエロ 本町店,7,86,0.08139534883720931
ぱんの店 ひだまり,2,5,0.4
究 函館宮前店,13,8,1.625
レストランナナパパ,7,6,1.1666666666666667
幡龍,11,32,0.34375
駅弁の函館みかど JR函館駅店,3,151,0.019867549668874173
串金,2,9,0.2222222222222222
和家,15,27,0.5555555555555556
函館海鮮居酒屋 笑まる,1,4,0.25
パザールバザール,8,12,0.6666666666666666
いわまき,5,12,0.4166666666666667
函館海鮮料理 海寿,2,47,0.0425531914893617
あぐりスタンド,1,9,0.1111111111111111
函館麺屋 四代目,12,83,0.14457831325301204
串しや 板屋,5,1,5.0
すき家 函館漁火通店,5,12,0.4166666666666667
和創菓ひとひら,4,16,0.25
ピザハット 函館昭和,0,0,0
さふらん,6,13,0.46153846153846156
ヴィクトリアステーション 函館昭和店,0,0,0
お持ち帰り専門 とんかつ屋,1,2,0.5
はま寿司 函館本通店,5,8,0.625
皇林,4,4,1.0
びっくりドンキー 石川店,0,0,0
北海道酒場 夕焼けハイボール,2,17,0.11764705882352941
はこだて 柳屋,2,46,0.043478260869565216
山下,0,0,0
函館カレー エクスプレス 五稜郭タワー店,7,76,0.09210526315789473
中国料理 東春,10,11,0.9090909090909091
大阪王将 函館桔梗店,13,3,4.333333333333333
横浜家系ラーメン おばら家 鍛治店,3,9,0.3333333333333333
らーめん 炙 五稜郭店,8,21,0.38095238095238093
ガトー・ルーレ 函館駅中店,1,3,0.3333333333333333
ら〜めん 若大将,14,15,0.9333333333333333
中華飯店　八宝園,10,13,0.7692307692307693
不二家 函館美原店,3,3,1.0
朝市の味処 茶夢,12,230,0.05217391304347826
喜三郎,5,8,0.625
すしえもん 鍛冶店,4,4,1.0
Bar かなざわ,1,4,0.25
コンフォートホテル 函館,2,15,0.13333333333333333
ゆず庵 函館美原店,2,7,0.2857142857142857
Cafe TUTU,10,23,0.43478260869565216
ミスタードーナツ 函館赤松街道ショップ,5,7,0.7142857142857143
ホテルパコ函館別亭,0,8,0
ファインデイズ バーガー,4,12,0.3333333333333333
函館山展望台 山頂ショップ,5,35,0.14285714285714285
おやき,2,9,0.2222222222222222
焼鳥DINING TEN,3,6,0.5
石黒商店,0,13,0
メゾン フジヤ ハコダテ,2,36,0.05555555555555555
鮨竹亭,1,10,0.1
レフボン 山の手店,2,4,0.5
東横INN 函館駅前朝市,1,11,0.09090909090909091
グランポルト函館,8,7,1.1428571428571428
大国屋,5,5,1.0
居酒屋きねや,4,2,2.0
鮨のながい,4,5,0.8
菓子処 龍栄堂,1,6,0.16666666666666666
酒保古西酒店,0,0,0
チャイナダイニング鳳凰,12,24,0.5
サーフサイド,2,6,0.3333333333333333
ミルキーハウス,4,10,0.4
経堂小倉庵 函館総本店,10,9,1.1111111111111112
あじさい 函館ＪＲＡ店,0,19,0
煌,9,24,0.375
レモンの花,6,5,1.2
もりもと イトーヨーカドー函館,3,6,0.5
イリュージョン,4,6,0.6666666666666666
はる鮨,2,6,0.3333333333333333
梅乃寿司,12,251,0.04780876494023904
とりの介 函館五稜郭店,3,4,0.75
久蔵,7,10,0.7
窯蔵,4,12,0.3333333333333333
めん屋 笹浪家,11,12,0.9166666666666666
レーヴモンブラン,2,7,0.2857142857142857
グルメ回転寿司函太郎 美原店,3,38,0.07894736842105263
ボーダー,3,19,0.15789473684210525
ラマイ 函館五稜郭店,15,46,0.32608695652173914
ロクテンハチ,4,6,0.6666666666666666
くいもんやのせ,0,0,0
らーめんまいど,17,38,0.4473684210526316
レストラン箕輪,6,29,0.20689655172413793
蟹商 本店,0,6,0
虎龍,10,6,1.6666666666666667
魚丸,1,8,0.125
パティスリー メゾン フジヤ,2,6,0.3333333333333333
中華レストラン 杏梨,9,13,0.6923076923076923
ホテルリソル 函館,1,16,0.0625
ももんじ,4,11,0.36363636363636365
アザリーレストラン,3,2,1.5
ロイズ 函館空港店,0,10,0
カフェパリジア,4,8,0.5
とんかつかつきち 宇賀浦店,11,17,0.6470588235294118
なごみ,3,8,0.375
はこだてラーメン横丁 函館家,3,12,0.25
満る大,14,17,0.8235294117647058
カレーハウスCoCo壱番屋 函館美原店,9,12,0.75
元町珈琲店,9,40,0.225
大番,7,2,3.5
セブンイレブン 北海道ST函館店,1,8,0.125
翼餃子,12,25,0.48
タイム,6,7,0.8571428571428571
ホルモン屋,0,0,0
御菓子処 ひとつ風,4,9,0.4444444444444444
まつ膳,0,0,0
割烹旅館 若松,1,22,0.045454545454545456
BAR JEY’S,6,16,0.375
ぷてぃぱてぃ,4,6,0.6666666666666666
ポーム,3,4,0.75
ラッキーピエロ 十字街銀座店,4,126,0.031746031746031744
阿佐利 本店,27,268,0.10074626865671642
函まるずし 函館桔梗店,3,6,0.5
シュウェットカカオ,17,74,0.22972972972972974
五聚富,1,7,0.14285714285714285
神戸こむぎ館,5,16,0.3125
夏井珈琲ブリュッケ,9,27,0.3333333333333333
長谷川商店,0,7,0
ビーズ・ビー,8,9,0.8888888888888888
パティスリー　ラパン・ド・ネージュ,9,52,0.17307692307692307
勇旬 いか太郎,5,94,0.05319148936170213
マル モンターニャ,4,3,1.3333333333333333
ラッキーピエロ 美原店,10,68,0.14705882352941177
茶酒厨房 Okaki,1,4,0.25
らーめん炙,9,31,0.2903225806451613
レストランローズ ホテル法華クラブ函館,1,6,0.16666666666666666
平成館 しおさい亭,3,13,0.23076923076923078
横浜家系ラーメン おばら家,7,19,0.3684210526315789
シノリ志濃里,1,31,0.03225806451612903
居酒屋みちのく,1,6,0.16666666666666666
アナフェスタ 函館ロビー店,1,4,0.25
いなせ,2,29,0.06896551724137931
えびす庵 本店,8,17,0.47058823529411764
道南食品株式会社,1,7,0.14285714285714285
らぁめん工房 かりんとう,4,6,0.6666666666666666
海峡 海味鮨,2,3,0.6666666666666666
八花倶楽部,1,6,0.16666666666666666
おてるちゃん,1,7,0.14285714285714285
五勝手屋本舗 丸井今井函館店,1,5,0.2
喜の家,8,22,0.36363636363636365
こすもす,1,4,0.25
ウインドミル,4,3,1.3333333333333333
宏楽園,5,13,0.38461538461538464
浜塩と炊炉,2,7,0.2857142857142857
えびきゅう・天ぷら,1,7,0.14285714285714285
グルメ回転寿司 函太郎 五稜郭公園店,21,215,0.09767441860465116
グリーン ゲイブルズ,4,34,0.11764705882352941
海辺のパン屋 ヤナシ,1,5,0.2
食の宝庫北海道,2,20,0.1
紅茶専門店 ハーヴェスト 松風店,0,0,0
鈴木精肉店,3,3,1.0
めんきち,8,29,0.27586206896551724
郷土料理 幕末亭,4,2,2.0
まつり庵 ハコビバ店,2,5,0.4
居酒屋 花笑豊,1,5,0.2
山の手温泉　食堂,0,7,0
フーディング カフェ エス,13,7,1.8571428571428572
かぜまち軒,4,6,0.6666666666666666
ブルースカイ 函館空港 出発ロビー店,1,32,0.03125
ハセガワストア 函館駅前店,2,97,0.020618556701030927
マサラカリス,13,46,0.2826086956521739
巴山,9,10,0.9
函館市役所 食堂,5,7,0.7142857142857143
ラッキーピエロ 港北大前店,10,103,0.0970873786407767
すき家 函館鍛治店,7,9,0.7777777777777778
四季料理みしな,6,11,0.5454545454545454
築地銀だこ 函館昭和店,5,6,0.8333333333333334
らーめん 六花,15,37,0.40540540540540543
中の橋食堂,10,13,0.7692307692307693
マクドナルド 函館鍛治店,6,7,0.8571428571428571
ホテル函館ロイヤル,3,12,0.25
Cheese Cheers Cafe 函館店,9,9,1.0
ラッキーピエロ ベイエリア本店,21,842,0.02494061757719715
友栄 太田かまぼこ,2,7,0.2857142857142857
福々亭,9,24,0.375
表・びんごや,5,12,0.4166666666666667
元宝,6,7,0.8571428571428571
田村せんべい店,2,7,0.2857142857142857
函館朝市 栄屋食堂,0,23,0
小僧寿し 富岡店,2,4,0.5
とんかつ かつきち 昭和タウンプラザ店,2,13,0.15384615384615385
中華料理 龍美,14,14,1.0
レイモンハウス 元町店,11,229,0.048034934497816595
月の雨,4,15,0.26666666666666666
みはし,6,4,1.5
クラフトビア・バル ジュン,4,4,1.0
紅谷製菓,2,12,0.16666666666666666
ザランドオブドリーミング,3,2,1.5
ヴィクトリアンローズ,8,87,0.09195402298850575
大漁旗,1,33,0.030303030303030304
モスバーガー 函館本通一丁目店,7,5,1.4
函館美鈴 丸井今井函館店,0,5,0
寿楽,3,21,0.14285714285714285
スターバックスコーヒー 函館五稜郭駅前店,4,11,0.36363636363636365
ムックル,4,12,0.3333333333333333
天老,4,4,1.0
鮨処木はら,8,212,0.03773584905660377
函館山ロープウェイ山頂レストランジェノバ,7,84,0.08333333333333333
ガトー・ルーレ,2,5,0.4
いか太郎 朝市プレジデント店,1,19,0.05263157894736842
函館ホテル駅前,0,5,0
たこぼうず,6,14,0.42857142857142855
函館カール・レイモン　 丸井今井　函館店,2,11,0.18181818181818182
はこはち漁港,3,35,0.08571428571428572
吉岡食堂,0,11,0
海道,1,13,0.07692307692307693
一品料理喜多加,2,13,0.15384615384615385
神無月,0,4,0
フランス菓子ペシェ・ミニヨン,16,131,0.12213740458015267
津軽屋食堂,9,41,0.21951219512195122
月乃家,0,0,0
入舟番屋,1,5,0.2
つがる喫茶店,3,0,0
車寿し,3,8,0.375
廣河ヌードルたくま,9,12,0.75
ロル,1,4,0.25
千秋庵総本家 函館駅前ビル店,1,6,0.16666666666666666
キッチン神山,5,5,1.0
西園,17,54,0.3148148148148148
新寿し,0,0,0
レストハウス 樹林,5,5,1.0
谷地頭温泉 食堂,2,27,0.07407407407407407
トロイカ 石川店,6,12,0.5
たこ焼きお好みボール わや,0,0,0
茶房 無垢里,2,15,0.13333333333333333
海がき,0,16,0
マリオドール,5,13,0.38461538461538464
ホテルテトラ湯の川温泉,0,4,0
炭火ジンギスカン いい田屋,3,18,0.16666666666666666
小向　ホルモン,0,5,0
ラッキーピエロ 函館駅前店,5,247,0.020242914979757085
函館 茶漬酒房,3,6,0.5
花の木,0,4,0
タリーズコーヒー 函館駅店,3,35,0.08571428571428572
直祐,3,3,1.0
軽食・売店 ポルックス,3,44,0.06818181818181818
浜焼ベイベー,2,11,0.18181818181818182
函館洋菓子スナッフルス 丸井今井店,2,17,0.11764705882352941
カクテルバー　コンコルドニジュウイチ,2,7,0.2857142857142857
レディメイド,4,5,0.8
おやつべーぐる メルチッチ,2,3,0.6666666666666666
大寿し,0,14,0
レストランやまもと,3,7,0.42857142857142855
LA NATURE,0,0,0
麺屋 伊吹,11,35,0.3142857142857143
お食事・惣菜 うれしや,12,16,0.75
地物産品料理処根ぼっけ,7,178,0.03932584269662921
焼肉 咲羅,1,7,0.14285714285714285
さい藤,9,24,0.375
牛たん専門店 進,4,6,0.6666666666666666
Ｒｅｌｏｔｔａ　Ｃａｆｅ,10,4,2.5
えるじろう,5,8,0.625
ホテル恵風,1,16,0.0625
はこだて食道楽彦一,3,3,1.0
キサラギ,4,8,0.5
七ツ星中華 真 ほくとの麺,5,16,0.3125
函館まるかつ水産　いかいか亭,1,41,0.024390243902439025
太公望,0,0,0
らーめん二代目 ひらき家,7,21,0.3333333333333333
ビーフインパクト 函館昭和店,5,6,0.8333333333333334
大黒屋旅館,1,3,0.3333333333333333
きそば いがら志,4,9,0.4444444444444444
居酒屋　気腹志,5,33,0.15151515151515152
グルメ回転寿司 函太郎 宇賀浦本店,13,233,0.055793991416309016
居酒屋 あーさん,4,4,1.0
マクドナルド 湯川生協店,5,5,1.0
和酒屋 みやび,3,5,0.6
ぶんぶく茶釜,5,40,0.125
麺厨房 あじさい JR函館駅店,4,155,0.025806451612903226
クッキングショップ大林,6,24,0.25
炭火亭,4,12,0.3333333333333333
鮨処 美な味,1,43,0.023255813953488372
ひいらぎ,6,2,3.0
マリオンクレープ 函館赤レンガ倉庫店,3,6,0.5
北海道ファーム,2,31,0.06451612903225806
手打ちそば 尾道,8,6,1.3333333333333333
銅鍋,5,8,0.625
つかさ,5,45,0.1111111111111111
麺神,16,17,0.9411764705882353
うなぎ処 高はし,11,26,0.4230769230769231
海風楼,1,9,0.1111111111111111
吉田屋 そば処 支店,6,10,0.6
紫ぜん,9,21,0.42857142857142855
bar−del CLOE,16,14,1.1428571428571428
櫻桂,0,28,0
熊さん食堂,3,8,0.375
ペイストリー スナッフルス 湯浜店,1,14,0.07142857142857142
セイコーマート 函館五稜郭店,1,7,0.14285714285714285
松葉屋精肉店,2,6,0.3333333333333333
箱館ジンギスカン 本店,8,46,0.17391304347826086
ホテル万惣,3,46,0.06521739130434782
おひるごはんカフェ taom,0,0,0
宗家源吉兆庵 丸井今井函館店,2,2,1.0
コルツ,23,156,0.14743589743589744
六花亭 五稜郭店,15,182,0.08241758241758242
ハセガワストア 西桔梗店,1,11,0.09090909090909091
笹川,0,4,0
函館パークホテル,1,5,0.2
ハセガワストア 中道店,5,74,0.06756756756756757
月夜の…,0,0,0
アンジェリック ヴォヤージュ,23,379,0.06068601583113457
龍栄堂菓子舗 函館駅店,1,9,0.1111111111111111
魚一心,11,174,0.06321839080459771
函館朝市 栄屋 よさこい食堂,0,52,0
麺次郎 函館石川店,3,7,0.42857142857142855
ラーメン満龍 函館深堀店,12,19,0.631578947368421
レストラン アゼリア,9,39,0.23076923076923078
あかちょうちん 高砂通店,3,41,0.07317073170731707
焼肉物語　牛若,8,8,1.0
アジアンキッチン チェーズ,5,15,0.3333333333333333
ホテル法華クラブ函館,5,25,0.2
JBハウス,3,1,3.0
ジェ・ファン ビッグハウスアドマーニ美原店,1,3,0.3333333333333333
ガトーフレーズ,1,4,0.25
UVカフェ,6,5,1.2
麺工房 京家,14,17,0.8235294117647058
ハコダテサウルス バルゴン 中島町店,0,0,0
料亭 冨茂登,2,28,0.07142857142857142
狼煙,16,43,0.37209302325581395
ヤキトリベースウッチ,4,4,1.0
味鮮まえかわ,1,71,0.014084507042253521
ラッキーピエロ 松陰店,7,48,0.14583333333333334
ラーニキッチン,14,14,1.0
レフボン 昭和店,2,5,0.4
胡のみ,0,0,0
蕎麦彩彩　久留葉,16,75,0.21333333333333335
あんじゅ,2,8,0.25
鮨処 江戸松,2,24,0.08333333333333333
クッチーナ イタリアーナ 柿崎,2,3,0.6666666666666666
赤から 五稜郭店,7,5,1.4
はま寿司 函館桔梗店,7,14,0.5
雷門鮨 湯川店,3,23,0.13043478260869565
カルディコーヒーファーム 函館蔦屋書店,2,4,0.5
じゅうじゅう,4,7,0.5714285714285714
天狗ラーメン,8,11,0.7272727272727273
カレーのPOPKE,4,2,2.0
バー ブーザー,0,4,0
日の出ラーメン,6,4,1.5
レストラン ヨシヤ,12,24,0.5
函館美鈴 大門店,10,42,0.23809523809523808
ごくらく亭,3,11,0.2727272727272727
高島屋珈琲 銀座通り店,1,6,0.16666666666666666
一久大福堂 丸井今井函館店,0,4,0
ヤマヨシ コーヒー,5,12,0.4166666666666667
ブラッスリー カリヨン,3,5,0.6
らーめん 初代 一縁,6,11,0.5454545454545454
イール　ベーグルズ,2,6,0.3333333333333333
丸亀製麺 函館西店,7,15,0.4666666666666667
きくよ食堂 本店,19,752,0.02526595744680851
函館 豆壱,4,5,0.8
昇龍,2,8,0.25
けいちゃん,5,14,0.35714285714285715
ガングロ,0,24,0
明治パーラー,7,12,0.5833333333333334
ピースピース,7,6,1.1666666666666667
ブレス,2,8,0.25
四文屋 函館五稜郭店,12,28,0.42857142857142855
清寿司五稜郭,0,11,0
手作り惣菜・お弁当 いろは,0,0,0
函館海鮮居酒屋 ヤン衆漁場 二代目昌栄丸,2,24,0.08333333333333333
イタリアンレストラン NOSH,3,5,0.6
おふくろ,1,13,0.07692307692307693
月夜のうさぎ,16,7,2.2857142857142856
食事の店　燕京,6,10,0.6
ラ・リヴィエール,7,4,1.75
ラーメン八戒,7,4,1.75
レストラン磯亭,1,10,0.1
ミスタードーナツ 函館本通ショップ,7,10,0.7
スターバックスコーヒー シエスタハコダテ店,2,4,0.5
ケンタッキーフライドチキン 函館本通店,6,4,1.5
焼きとり おでん 楽笑,3,2,1.5
そば処はつね 函館競馬場店,0,7,0
大衆居酒屋魚さんこ,8,150,0.05333333333333334
ラーメンの王道 北浜商店 昭和店,3,7,0.42857142857142855
サルティンボッカ,3,14,0.21428571428571427
居酒屋かまだ,3,6,0.5
炉ばた・あぶり庵,0,20,0
地元家,15,22,0.6818181818181818
そば処 まる吉,10,14,0.7142857142857143
バー ボイジャー,0,0,0
モントロー洋菓子店,1,4,0.25
廣河ヌードル,8,8,1.0
喫茶 想苑,6,7,0.8571428571428571
馬子とやすべ,6,184,0.03260869565217391
六花亭 昭和タウン店,4,5,0.8
地雷也,10,8,1.25
旬味 鹿六,7,16,0.4375
和ダイニング井井,4,8,0.5
お肉のつしま,3,9,0.3333333333333333
ITALIAN GOGO,7,14,0.5
HAKOYA 函館空港ターミナル店,3,49,0.061224489795918366
かなざわ,4,2,2.0
水花月茶寮,3,7,0.42857142857142855
弁天寿し,0,4,0
魚民 テキサス函館店,4,2,2.0
ラーメン若大将 北美原別邸,2,5,0.4
味の花園,4,6,0.6666666666666666
いっせきにちょう　函館朝市店,0,8,0
バイゲツ,5,9,0.5555555555555556
喫茶ボルヤン,3,2,1.5
カフェ＆バー エステラード,2,18,0.1111111111111111
むかしのアガシの店,4,8,0.5
ちり家,3,7,0.42857142857142855
イタリアン トマト,5,5,1.0
ハコダテソフトハウス元町,6,29,0.20689655172413793
鮨金 総本店,8,91,0.08791208791208792
一花亭たびじ,3,253,0.011857707509881422
ルートイングランティア 函館駅前,1,21,0.047619047619047616
寿し翔,1,4,0.25
炭焼きイタリアン Orso,6,8,0.75
元祖はこだてラーメン おんじき庭本 空港店,5,138,0.036231884057971016
函館空港国内線ビジネスラウンジ,0,33,0
たぬき,3,3,1.0
かいもり,8,14,0.5714285714285714
鮨村,1,4,0.25
宝来パン 本店,3,10,0.3
ケーキ・カフェ　スクエア,8,8,1.0
きくよ食堂 支店,0,99,0
寿蘭,4,2,2.0
シーサイドホテルかもめ,0,0,0
マッタリーナカフェ,12,19,0.631578947368421
ほっともっと 函館宮前店,2,3,0.6666666666666666
元祖インドカレー 小いけ,35,311,0.11254019292604502
